true_text,pred_text
"ก็จะลดลงมาได้ด้วย นะครับ
ไอ้ตรงนี้เราก็ทํามาโดยตลอด",ตรงนี้เราก็ทำมาโดยตลอด
"ค่าไฟฟ้า นะครับ
ที่ทั้งหลายเนี่ย",ค่าไฟฟ้านะครับ จุดอิติที่ทั้งหลายเนี่ย
"เราก็เพิ่งทําสําเร็จเรียบร้อยละ
ติดตั้งโซลาร์ลูฟ",และติดตั้งโตล่ารูฟ
"ซึ่งเราก็ติดตั้งไป 18 ถึง 20 เมกะวัตต์
นะฮะ เราก็สามารถที่จะไปลด",ติดตั้งไป 18-20 MW นะฮะ เราก็ถามาที่จะไปลดในวิธี
"ในเรื่องเกี่ยวกับทางด้านของต้นทุนทําค่าไฟฟ้าเนี่ย
ปี ๆ นึงก็จะประหยัดได้",เรื่องเกี่ยวกับทางด้านของต้นทุน ทางความไฟฟ้านี่ปี ๆ นึงก็จะประหยัดได้
"หลาย 10 ล้านบาท
60 ถึง 80 ล้านบาททีเดียวนะครับ",หลายสิบล้านบาท หกสิบถึงแปดสิบล้านบาททีเดียว
"ในขณะที่ถ้า คู่แข่งขันของเราหลาย
ๆ แห่ง",อาจารย์ อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อินดรี อิน
"ไม่ได้ติดตั้งโซลาร์ลูฟแล้ว
ค่าไฟมันขึ้นมัน เนี่ย",โซลารูปแล้ว ถ้าไฟมันขึ้นมาด้วยเนี่ย
"เขาก็โดนสองต่อนะครับ
เขาก็จะมีการแข่งขัน",ก็โดน 2 ต่อนะครับเขาก็จะมีการแข่งกัน
"ความสามารถในการแข่งขันกับเราก็จะน้อยลง
นะครับ นี่ก็จะหนึ่ง",การแข่งขันกับเราก็จะน้อยลง
"เป็นหนึ่งประโยชน์ของเราด้วยนะครับ
ทําให้เราสามารถจะมีการเติบโตได้นะครับ",ประโยชน์ของเราด้วยนะครับทำให้เราสามารถจะมีการเติบโตได้นะครับ
"ในเรื่องของ เอ่อ
ตัวที่เป็นออโตเมชั่นนะฮะ",ตัวที่เป็น Automation
"ซิสเต็มของเราเนี่ย
เราก็ใช้มาโดยตลอด",โปรดติดตามตอนต่อไป
"เครื่องจักรเครื่องกลที่เราทํามาทําให้มันมีการทํา
productivity สูงขึ้น",โปรดติดตามตอนต่อไป
"ใช้คนที่น้อยลงนะครับ
เราก็สามารถที่จะดําเนินในธุรกิจการเติบโตได้",คนที่น้อยลงนะครับ เราก็สามารถที่จะดำเนินในธุรกิจการเติบโตได้
"เรามี 3 ป นะครับ ก็ยังใช้อยู่
นะครับ ในด้านของการตลาดต่างๆ",โนมี 3 ป. ก็ยังใช้อยู่นะครับ ในด้านของการตลาดต่าง ๆ
"ของเรา
เราก็มีมาตรการหลายมาตรการโดยเฉพาะในส่วนของ",ราวก็มีมาตากาน ไหลมาตากาน ด้วยเจ้าฝ่า
"aeroflex เอง นะครับ
เราก็มีหลายรุ่น",โปรดติดตามตอนต่อไป
"ไม่ว่าจะเป็นรุ่นที่เกี่ยวกับทางด้านของการดําเนินงานในเรื่องของ
ultra low temperature",โปรดติดตามตอนต่อไป
"หรือว่าใช้ในส่วนของท่อส่งลม
นะครับ แล้วก็ใช้ใน look",แล้วก็ใช้ในลูป
"insuration นะครับ หลาย ๆ
ส่วนเนี่ย",อินสุเรชัน นี่ครับ หลาย ๆ ส่วนนี่
"มันทําให้เรามีทางด้านของเครื่องมือในการเล่น
ในสู่ตลาดต่าง ๆ เหล่านี้มากอย่าง",ที่ทำให้เรามีทางด้านของเครื่องมือในการเล่นในสูงตลาดต่างๆ เหล่านี้มากยังควบคุม
"แล้วก็
สามารถกําหนดในเรื่องของราคาได้ในหลายๆ",และก็ ตามารถคำนถในเรื่องของราคาได้ในหลาย ๆ รุ่นของ
"รุ่นของเราที่มีอยู่นะครับ
ในส่วนของตลาดเราก็กว้างขยายไปทั่วโลก 100 กว่าประเทศที่เรามีเอเย่นต์",โปรดติดตามตอนต่อไป
"มีโรงงานก็หลายประเทศนะครับ
ทั้งจีน อเมริกา อินเดียนะครับ",ก็หลายประเทศนะครับทั้งจีน อเมริกา อินเดียนะครับ
"ตรงนี้ แล้วก็อีกหน่อย
ก็มีทางยุโรปนะครับ",โปรดติดตามตอนต่อไป
"ที่ยังมีอยู่นะครับ
ส่วนทางด้านของ aero klas tjm",ส่วนทางด้านของ Arrowcast TJM-X และ Arrowcast TJM-X และ Arrowcast TJM-X
"เองจริง ๆ เขาก็มีตลาด
พร้อมเติบโตแน่",โปรดติดตามตอนต่อไป
"ถ้าตอนนี้เราก็เติบโตอยู่แล้ว
เราก็มีการออเดอร์ต่าง ๆ",ตอนนี้เราก็เติบโตอยู่แล้ว เราก็มีคารออเดอร์ต่าง ๆ แล้ว
"เราก็เข้ามาเต็ม
เราก็ทําเสาร์อาทิตย์อยู่ นะครับ",เราก็เข้ามาเต็ม เราก็ทำเสาอาทิตย์อยู่นะครับ
"แต่ส่วนของออสเตรเลีย
เท่านั้นเนี่ยนะครับ",แต่ส่วนของออตเตรียเท่านั้นเนี่ยนะครับ
"ก็คิดว่าเขาคงจะดีขึ้นในช่วงของควอเตอร์นะฮะ
ที่ 4 ขึ้นไป นะครับ",ความสุขของคุณ ตอนที่ 4 ขึ้นไป
"ก็น่าจะดีขึ้น นะครับ
แล้วก็ในส่วนของ south app",เพราะน่าจะดีขึ้นนะครับแล้วก็ในส่วนของซอลแอป
"ในการดีเลย์
เรื่องของทางด้านเกี่ยวกับการผลิต",โปรดติดตามตอนต่อไป
"นะครับ รถยนต์ในแอฟริกาใต้เนี่ย
ถ้าเค้าเริ่มผลิตได้เร็วขึ้น",อาฟริกาไทย ถ้าเขาเริ่มผลิตได้เร็วขึ้นแล้ว
"เราก็สามารถ
ดําเนินธุรกิจที่มีกําไรได้เร็วขึ้นนะครับ",แล้วก็สามารถดำเนินธุรกิจที่มีกำไรได้เร็วขึ้น นะครับ
"ตรงนี้ก็เป็นลักษณะ backlog ต่าง
ๆ ที่มีมาเยอะนะครับ ส่วน epp",โปรดติดตามตอนต่อไป
"ก็เป็นอีกช่วงนึงที่เราได้ต้นทุนที่เริ่มกลับเข้ามา
การให้ความสามารถ ความได้เปรียบ",โปรดติดตามตอนต่อไป
"ในการแข่งขันที่สูงขึ้น
กับแคปของเราที่มีมากขึ้น",การแข่งขันที่สูงขึ้น กับแคร็ปของเราที่มีมากขึ้น
"เรามียุทธศาสตร์
ในเรื่องของการดําเนินงาน นะครับ",โปรดติดตามตอนต่อไป
"เร็วๆ นี้เราก็ได้งาน นะครับ
ในส่วนของทางด้าน เอ่อ",เรื่องนี้เราก็ได้งานนะครับ ในส่วนของทางด้าน
"เครื่องเดิม
ที่มีชื่อเสียงแห่งหนึ่งของประเทศไทย",โปรดติดตามตอนต่อไป
"นะครับ แล้วก็เริ่มดําเนินการ
ผลิตต่างๆ เหล่านี้",โปรดติดตามตอนต่อไป
"แล้วก็ส่วนของในด้านตลาดเอ บี ซี
ดี อี นะครับ ก็เป็นตลาดที่เรา",โปรดติดตามตอนต่อไป
"นะครับ พร้อมที่จะบุกเข้าไปสู่
ในการเพิ่ม ในด้านของ utilize base เอ่อ",พร้อมที่จะบุกเข้าไปสู่ในการเพิ่มในด้านของ Utilization Rate
"ของเราเนี่ยให้สูงขึ้น
เพราะฉะนั้นต่างๆ",เพราะฉะนั้นตัดต่างหลอกนี่
"เหล่าเนี้ยดีขึ้นกับจอยเวนเจอร์ต่างๆ
ที่ ที่ดีขึ้น",โปรดติดตามตอนต่อไป
"เราดูจากการที่เราเติบโตได้
ถ้าเรามาดูนะครับ",ต้องดูจากการที่เราเติบโตได้ ถ้าเรามาดูนะครับ
"เราก็ดูที่ไอเอ็มเอฟล่าสุด
ที่ผมพูดมาทั้งหมดเนี่ย",โปรดติดตามตอนต่อไป
"มันมีการเติบโตเป็นไปได้มั้ย
มันเป็นไปได้นะครับ",มันเป็นไปได้นะครับ
"เพราะว่าอย่างน้อยเนี่ยการเติบโตของทางอัพเดทไอเอ็มเอฟ
ข้อมูลอัพเดทที่ Jan อยู่ที่ 2023 เนี่ยนะครับ",อย่างน้อยการเติบโตของทาง Update IMF ข้อมูล Updateที่แจนอยู่ที่ 2023 นี่นะครับ
"จะเห็นว่าในปี 2023
เราก็มีการเติบโตของโลกจีดีพีที่ 2.9 เปอร์เซ็นต์",เห็นว่าในปี 2023 เราก็มีการเติบโตของโลก GDP ที่ 2.9%
"นะครับ
เขาปรับให้ดีขึ้น 0.2 เปอร์เซ็นต์ด้วย",และเขาปรับให้ดีขึ้น 0.2% ด้วย
"มาจากทางด้านของยูไนเต็ด สเตท
ก็คืออเมริกา",อันตราย อันตราย อินตาล
"จาก 0.4 มาเป็นทางด้านของเพิ่ม  0.4 และเป็น 1.4
นะครับ แล้วก็นี้เราขาย aeroflex",โปรดติดตามตอนต่อไป
"เราโตได้แน่นะครับ
ยูโรก็ปรับขึ้นมาจุดสองก็เป็นศูนย์จุดเจ็ด",โตได้แน่นะครับ ยูโร ก็ปับขึ้นมา จุด 2 ก็เป็น 0.7
"อ่า เราขายทางด้าน aero klas
aeroflex นะครับ ดีก็โตได้ japan",อาโลกาลัด อาโลกรัส อาโลกรัส ฟริก นะครับ ดีก็โตได้ เจปแปน
"เขาก็ปรับขึ้นอีกศูนย์จุดสอง
นะครับ",โปรดติดตามตอนต่อไป
"มันก็ทําให้เติบโตหนึ่งจุดแปดแล้วเป็นตลาดที่ใหญ่ของ
aeroflex ของเรา united kingdom",ก็ทำให้ตรวจโต 1.8 แล้วเป็นตลาดที่ใหญ่ของ อแอลโรเฟต ของเรา ยุนิเทคิงดอม
โอเคลดลงหน่อยแต่ demand,โอเค ลดตรงหน่อย แต่ ดีมาร์นที่เขาหายไปนาน กลับ
"ที่เขาหายไปนานกลับเข้ามาซื้อพวกทางด้านของตัว
ของเรา",ซื้อพวกทางนั้น ตัวคานุปปี่ของเรา
"พวกใน เนเธอแลนด์ก็มีการซื้อกันมากขึ้นนะครับ
ขายหน้าของเราก็มีโรงงานนะครับ",โปรดติดตามตอนต่อไป
"ที่โน่นก็เติบโตขึ้นมาก็คิดว่าเป็นไปได้ของ
อินเดียนะครับก็จะมีทางด้านของ",อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ ก็จะมีทางด้านของ อินเดีย นะครับ
"ที่เราไป
ตรงนี้ไปเนี้ยก็น่าจะเติบโตขึ้นนะฮะ",Azure Class ที่เราไปจอยตรงนี้ไปเนี่ย ก็น่าจะเติบโตขึ้น
"ซาอุดิอาระเบีย เซาท์ นะฮะ อ่า
แอฟริกามันก็มีการโตขึ้น",อาฟริกามันก็มีการโตขึ้น
"ก็โตขึ้น 1.2 เปอร์เซ็นต์
อาเซียน 4.3 ไทยแลนด์",โตขึ้น 1.2% อาเชียน 4.3 ไทยแลนด์ เราก็โตประมาณสัก 2.7
"โตประมาณสัก 2.7 ถึง 3.7 เปอร์เซ็นต์
นะครับ",โอสติดี
"ออสเตรเลียก็ยังโต 1.6 เปอร์เซ็นต์
เพราะฉะนั้นสิ่งต่างต่างที่เกิดขึ้นตรงนี้ที่เขาเกิดการคาดการณ์เนี้ย",ตอนนี้ก็ยังโต 1.6 เปอร์เซ็นต์ พอนั้นสิ่งต่าง ๆ ที่เกิดคือตรงนี้ที่เขาเกิดการคาดการเนี่ย
"เราก็มีความมั่นใจครับว่าในส่วนที่เหลือของปีนี้
แล้วในส่วนของปีหน้าเนี้ยยิ่งดีขึ้น",ก็มีความมั่นใจครับว่า ในส่วนที่เหลือของปีนี้ แล้วในส่วนของปีหน้ายิ่งดีขึ้น
"ถ้ามันเป็นไปตามที่เราได้มีการควบคุมใน
international factor",มันเป็นไปตามที่เราได้มีการควบคุมใน internal factor ของเรา
"ของเราได้อย่างเป็นระบบนะครับ
แล้วก็มีความหวังนะครับ",โปรดติดตามตอนต่อไป
"ดังนั้นเนี้ยในปีนี้แม้ว่ามันจะนะฮะ
ยังไม่ได้ตามเป้าที่เราตั้งเเต่ต้น",แม้ว่ามันจะยังไม่ได้ตามเป้าที่เราตั้งแต่ต้น แต่ก็ยังสามารถทำกำไรได้
"แต่ก็ยังสามารถทํากําไรได้ในปริมาณที่เรายังมีความพอใจในภาวะแบบนี้
และยังมั่นใจว่าในปีถัดถัดไปก็น่าจะเป็นปีทอง",โปรดติดตามตอนต่อไป
"ที่เราจะสามารถเติบโตได้บนเส้นทาง capacity
ที่เราวางไว้นะครับ",โปรดติดตามตอนต่อไป
"ที่สามารถโตได้ภายใน 3 ปีเนี้ย
ถึงประมาณสัก 15,000",โปรดติดตามตอนต่อไป
"แล้วก็ภายใน 5 ปี
สามารถโตได้ถึงประมาณ 20,000 ล้านบาทนะครับ","แล้วก็ผ่าน 5 ปี เราก็สามารถโตได้ถึงประมาณ 20,000,000 บาทนะครับ"
"จากการลงทุนเพิ่มขึ้นมา fedex
ขึ้นมาอีกไม่เท่าไร",การลงทุนเพิ่มขึ้นมาแคบเอ็กขึ้นไม่เท่าไร
"นี่คือสิ่งหนึ่งที่เราปลูกสร้าง
ของเราให้แข็งแรง",ความสำคัญ ตอนต่อไป
"เพื่อเดินให้มันเกิดความยั่งยืนขึ้นไปนะครับ
ก็ขอบคุณที่ทางนักลงทุนทุกท่านให้การสนับสนุน",ขอบคุณที่ทางนักลงทุนทุกท่าน ให้การตนับตนุน
"แล้วเราพร้อมที่จะสร้างความสําเร็จร่วมกัน
กับพวกเราด้วยกันครับ ขอบคุณครับ",พร้อมที่จะสร้างความสำเร็จรวมกันกับพวกเราด้วยกันครับขอบคุณครับ
"ค่ะ พอดีมีหนึ่งคําถามนะคะ
ให้คุณเฉลียได้ตอบสั้นๆ",คำถามต่อไป
"นิดนึงนะคะว่า เอ่อ
มีคําถามถามมาว่า",มีคำถามถามมาว่า...
"บริษัทอีวีใหญ่ๆ
ของจีนประกาศเข้ามาตั้งฐานการผลิตในไทยนะคะ",โปรดติดตามตอนต่อไป
"มีซัพพลายเชนของจีนย้ายตามมาตั้งโรงงานหรือเปล่า
แล้วก็จะกระทบต่อธุรกิจยังไงคะ",Subscribe Chain ของจีนย้ายตามมาตั้งโรงงานหรือเปล่าแล้วก็จะกระทบต่อธุรกิจอย่างไรค่ะ
"ขอสั้นๆ นึงค่ะ ครับ จริงๆ
แล้วถ้าเป็นเรื่องของอีวีนะครับ",ขอสัน ๆ นิดนึงค่ะครับ จริง ๆ แล้ว ถ้าเป็นเรื่องของอีวีนะครับ
"เราก็จะมีส่วนนึงของเราที่ขายอย่างเช่น
ทางด้านของเกรซวออย่างเงี้ยนะครับ",ก็จะมีส่วนหนึ่งของเราที่ขาย อย่างเช่น ทางด้านของ Grace Wall อย่างเนี้ยนะครับ
"เอ่อ ช่วงนี้เขาก็กําลังเข้ามา
แต่ว่าจะเป็นในส่วนของจอยเวนเจอร์ของผมนะครับ",อ่า ช่วงนี้เขาก็กำลังเข้ามา แต่ว่าจะเป็นในส่วนของ Joyventure ของผมนะครับ
"ไฟล์แอร์โรว์เนี่ย
เราก็เข้าไปสู่ในการให้",โปรดติดตามตอนต่อไป
"การบริการกับทางด้านของตลาดอีวีอยู่แล้ว
โดยส่วนใหญ่จะเป็นตลาดที่เป็นทั้งชุดยนต์และอีวี",โปรดติดตามตอนต่อไป
"ทั้งค่ายจีน
ทั้งค่ายทางด้านของอเมริกาและญี่ปุ่น",ทั้งข้ายจีน ทั้งข้ายทั้งนั้นของอเมริกาและญี่ปุ่น
"นะครับ
ส่วนของเราก็คิดว่าในการเข้ามาเนี่ย",ส่วนของเราก็คิดว่าในการเข้ามานี่ ก็เป็น...
"เป็นโอกาสที่ดี เพราะอีวี
จําเป็นต้องใช้ทางด้านของวัตถุดิบหรือวัสดุต่างๆ",โอกาสที่ดีเพราะ EV จำเป็นต้องใช้ทางด้านของวัตถุดิตหรือวัตถดุต่าง ๆ
"ที่เบานะครับ
ซึ่งก็จะเข้าทางของอีพีจีของเราเลยครับ",โปรดติดตามตอนต่อไป
"มั่นใจว่าไม่มีผลกระทบ
จะเป็นผลดีมากว่าครับ ขอบคุณครับ",แต่ว่าไม่มีผลกระทบ จะเป็นผลดีมากกว่าครับ ขอบคุณครับ
"ค่ะ โดยคําถามส่วนอื่นๆ
นี่ก็คุณเฉลียวได้อธิบายรวบไปแล้วนะคะ",คำถามส่วนอื่น ๆ นี่คุณชะเดียวได้อธิบายโรบไปแล้วนะคะ
"หากท่านใดมีคําถามเพิ่มเติมนะคะ
สามารถส่งอีเมล์มาได้นะคะ",ถ้าใครมีคำถามเพิ่มเติม สามารถส่งอีเมล์มาได้
"ที่ ไออาร์แอดอีพีจีนะคะ
ดอทซีโอดอททีเอชค่ะ ทางทีมงาน",https://www.ipg.co.th
"ให้ข้อมูลอย่างสม่ําเสมอค่ะ
ในวันนี้นะคะ",ก็สม่ำ ๆ สมอ ๆ ค่ะ
"ขอขอบคุณทางนักลงทุนนะคะ ที่ติด
ตาม รับชม",ขอบคุณทางนักลงทุนที่ติดตามรับชม
"รับฟังข้อมูลของบริษัทอีสเทิร์นโพลิเมอร์
กรุ๊ป จํากัด มหาชนค่ะ",ข้อมูลของบริษัทอีสเตอร์น ปริเมอร์กรุปจำกัดมหาชนค่ะ
"ขอขอบคุณค่ะ สวัสดีค่ะ
ขอบคุณครับ สวัสดีครับ",ขอขอบคุณค่ะ สวัสดีค่ะขอบคุณครับ สวัสดีครับ
สวัสดีค่ะ สวัสดีครับ,สวัสดีค่ะ
วันนี้ก็เป็นวันจันทร์ที่,ตอนนี้ก็เป็นวันจันที่...
27 กุมภาพันธ์ นะคะ,27 คุมภาพานนะคะ
แล้วก็เป็นโอกาสที่ทางบริษัท,แล้วก็เป็นโอกาสที่ทางผลิตสักแอปเปิด...
แอ็พพลาย ดีบี,ไพรดีบี
หรือ ADB ได้มี,เอดีบีเนี่ยได้
โอกาสมาพบกับนักลงทุนในวาระของ,โปรดติดตามตอนต่อไป
opportunity day,อินด์ อินด์ อินด์
ซึ่งเป็นการรายงานผลประกอบการของ,เป็นการายงานคนประกอบการของ...
Q4 แล้วก็ปี 2022,แล้วก็ปี 2022
ค่ะ,อินด์ ไฮโน่ ไอล์ ไอล์
ดิฉัน พรพิวรรณ,ก็จะเป็นความผิวบาสินะประ
นิรมลเฉิดฉาย,ม.ค อันตราย
เป็นกรรมการผู้จัดการ,ก็จะมีการต้องการต้องการ
มาจากทาง คุณจิรวัฒน์,จากทางคุณชีวัตว์น้ำวาดนะคะ
อัครานุพรพงษ์,และความทรงค์
ซึ่งเป็น CFO ของบริษัท,ซึ่งเป็นเสียหัวของประชาชน
เราจะมีการรายงานในส่วนของบริษัท,ซึ่งเราจะมีการรายงาน ในส่วนของบริษัท
ในส่วนของ,เอ็งสะ ค่ะ
อัปเดตสิ่งที่เกิดขึ้น,กัปดันสิ่งนี้เกิดขึ้นแล้วค่ะ
และผลประกอบการ,ก็คบกับการ...
หลังจากนั้นก็จะเป็นการตอบคําถาม,จากนั้นก็จะเป็นการตอบตำทาน
ซึ่งถ้าใครมีคําถาม ก็สามารถฝากเข้ามาได้,ใครอยู่ท่านถามก็สามารถฝากส่งมาได้
งั้นเราไปเริ่มเลยนะคะ,เราไปเริ่มเลยนะคะ
ในส่วนแรก เรามาในเรื่องของรู้จักกับบริษัทสักนิดนึงนะคะ,ในส่วนแรกเนี่ย เรามาเรื่องของรู้จักกับบรรยายศัตรูสักนิดนึงนะคะ
สําหรับท่านที่อาจจะยังไม่เคยลงทุนในบริษัท,อาจจะไม่เคยลงทูนในเป็นชาติที่บ้าน
ADB,อืม
หรือว่า เพิ่งจะเข้ามารู้จักบริษัท,หรือว่าเพิ่งจะเข้ามารู้จักไหมคะ
ADB นะคะ,อินดาฟาความ
เราก็มีการดําเนินธุรกิจมากว่า,ก็มีการดำเนินโทษจิตมากว่าสามชาติ
38 ปี,18 ปีนะคะ
ตั้งแต่ก่อตั้งจนถึงปัจจุบัน,ตั้งแต่ก่อนต้าน จนถึงประทุบัติ
โดยขอเริ่ม ในปี 2005,ขอเริ่มในปี 2
ซึ่งเป็นการรวมของ,ซึ่งเป็นการรวมของ...
สองบริษัท,สำหรับวัยชาติ
คือ Applied DB,อ่ะ ไปดูดี
และกลุ่มของ DB Chemical นะคะ,และก็กลุ่มของ DB-Kinetic Hoarding นะคะ
ซึ่งรวมตัวกัน,รวมตัวกัน
ก็เป็นบริษัท แอ็พพลาย ดีบี จํากัด มหาชน,ไปชัดแอปปลาไอดิวปีจำกัดมา
ซึ่งตอนนั้น ก็ยังเป็นกลุ่มของผู้ถือหุ้นเดียวกันทั้งสองบริษัท,ก็ยังเป็นกลุ่มของผู้ถูกผลเดียวกันทั้งสองบริษัท
ในปี 2008 ก็ได้เริ่มมีธุรกรรม ธุรกิจของ DIY เพิ่มเข้ามาจากเดิมซึ่งเป็น PVC compound แล้วก็กาวนะคะ,ในปี 2008 ก็ได้เริ่มมีธุรกิจของ DIY เพิ่งเข้ามาจากเนิ่มซึ่งเป็น ดีวิศิกษ์กำปักษณ์และก่อน
เริ่มมีธุรกิจ DIY เป็นกาวหลอดเล็ก ๆ เข้ามาที่ใช้ในสําหรับครัวเรือนนะคะ เข้ามาอยู่ใน,เริ่มมีธุรกิจ DIY กลุกกาวหล่อเล็ก ๆ เข้ามาที่ใช้ในสำหรับครัวเหลือนะคะ เข้ามาอยู่ใน...
เป็นผลิตภัณฑ์ใหม่ของบริษัท,เป็นผลิตกระพรรณ์ใหญ่ของบรรยายศาสตร์
หลังจากนั้นในปี 2012,และจากนั้นในปี 2012
ก็ได้มี บริษัท Showa Global ประเทศไทย จํากัด,ก็ได้มีบริษัทชั่วรถโปรโมงประเทศไทยจำกัน
ซึ่งเป็นบริษัทสัญชาติญี่ปุ่น ที่มีความ,เป็นบริษัทต่างชาติญี่ปุ่นที่มีความ...
แข็งแรง แล้วก็มีการจําหน่าย,แล้วก็มีแต่สำหรับ
มี market share,มักกันชาดี
ในเรื่องของ เม็ด PVC,ขออบคุณมาก คิดว่าสินะครับ
compound,บาวที่...
ที่ใช้ทางการแพทย์,ใช้ทางการแรกนี่
ได้เข้ามาร่วมทุนกับบริษัท,เข้ามาร่วมทุนกับบริษัท
จากนั้นในปี 2017,เลยนะครับ
เราก็ได้จดทะเบียนในตลาดหลักทรัพย์,แล้วก็ได้จดทรัพย์ในตลาดหลักครับ
MAI,อืม อืม อืม
ในปี 2018,เป็นอีก 3 อาทิตย์
เราก็พร้อม,ก็พร้อมในการ...
operate โรงงานที่ 4,ตรงนั้น ที่สุดที่สุด คือ ภาษาอังกฤษ
เพื่อรองรับการผลิตผลิตภัณฑ์ยานยนต์,เพื่อลองรับการผลิตประดินสภาณญาณแหล่ง
ในลักษณะของปริมาณที่มากขึ้นนะคะ,ในราษณาของ...ปริมาณที่มากขึ้นนะคะ
ในปี 2023 ก็คือ ปีปัจจุบัน,ในปี 2023 ก็คือปีปัจจุบัน
เรามีการปรับโครงสร้างบริษัทครั้งใหม่,เรามีการปรับทุกสร้างบริษัททั้งใหม่
โดยการตั้งบริษัทลูก ก็คือบริษัท,โดยการตั้งบริษัทรูป ก็คือบริษัท...
ADB Sealant,มีปีปีสี่แล้วนะค่ะ
ซึ่งเป็นบริษัทที่เราถือหุ้นอยู่,เป็นบริษัทที่เราถือบรุณอยู่แล้ว
100%,อาบอสไทน์
มีการโอนกิจการบางส่วน,มีการโอ้นกิจการตามส่วน
ก็คือ ธุรกิจกาว,ก็คือโทษผิดการ
แล้วก็ sealant,ก็ 4 แลนด์นะคะ
เข้าไปอยู่ในบริษัท ADBS,เขาคืออยู่ในเวนสัตว์ NDDC น่ะ
ซึ่งเริ่มดําเนินธุรกิจในลักษณะของบริษัทลูก ตั้งแต่เดือนกุมภาพันธ์,ก็จะเริ่มนำเนินธุรกิจในลักษณะ สำหรับพยาบาลตั้งแต่เดือนคุมพักพัน
ปี 2023,ปี 2023 คือปี...
โดย,โปรดติดตามตอนต่อไป
product,โอ้ย ดาค
ที่เป็นหลักของเรา ก็ยังคงแบ่งออกเป็น,ก็ยังคงต่าง แปลงออกเป็นสาม
3 ส่วน,สวยนะค่ะ
ก็คือในส่วนของ plastic compound,ก็คือในส่วนของพลาสติกคอมเปล่านะครับ
ซึ่ง plastic compound เราเป็น compounder ที่สําหรับใช้ใน,ปลาสิตคอมเปล่า เราเป็นคอมเปล่าเดอร์ที่สำหรับใช้ใน...
กิจการของสายไฟ,กระจายทองกระไฟ
สายเคเบิลต่าง ๆ,เคเบิร์ตต่าง ๆ
สายทางการแพทย์,ทางการแพรกนะคะ
รวมถึง,โอเค หวังว่า...
ในเรื่องของ PVC เกรดแข็งทั่วไป,เป็นเรื่องของพี่อิซิ เก็บแขนทั่วไป
นี่ก็คืออยู่ในกลุ่มของ plastic compound,นี่ก็คืออยู่ในกลุ่มของ Plastic Compound
กลุ่มที่ 2,โอ้โห ดีจัง
ก็คือยังเป็นส่วนของกาวที่มีใช้ในครัวเรือน,ก็คือยังเป็นส่วนของกล้าวนะคะ ที่มีใช้ในควอร์เลิก
หรือใช้ในอุตสาหกรรมต่าง ๆ,ในอุตสากรรมต่าง ๆ
ซึ่งตัวนี้เรามีทั้งแบรนด์ที่เป็นของเราเอง,ตัวนี้เนี่ย เรามีทั้งแบรนด์ที่เป็นของเราเองแล้วค่ะ
แล้วก็แบรนด์ที่เป็น OEM,ก็แปลที่เป็นโอเนียร์
ส่วนที่สามก็คือ ผลิตภัณฑ์ Silicone Sealant แล้วก็ DIY นะคะ,เมื่อวิธีสามก็คือ ผลิตภารกิจซีลิโคตร ซีแรนด์ และก็ดีไอวา
ซึ่งตรงนี้ก็ยังเป็นผลิตภัณฑ์ที่เรากําเนิดขึ้นในภายหลัง                               แล้วก็มีในส่วนของ DIY เข้ามา,ซึ่งตรงนี้ก็เป็นปริศนที่เรากำหนดขึ้นในส่วนในรายการหลังแล้วก็มีในส่วนของ DIY เข้ามา
ซึ่งในส่วนของกาว และซิลิโคน,การต่อสร้าง กาว และ ศิลิกโค ในคอตอบ
ใน Quarter ที่ 2 ก็จะเริ่ม,แล้วที่ 2 ก็จะเริ่ม...
run ในลักษณะของบริษัทลูก,ในรักษาของเวลาฉากลูก
ซึ่งเราก็จะมีการปรับเปลี่ยนการรายงาน,เราก็จะมีการปริศการายงาน
ใน Quarter,ขอต้อนรับ ครับ
ที่ 2,โอเค
