true_text,pred_text
ถ้าเฉลี่ยรายไตรมาสก็อยู่ซักประมาณ,เฉลี่ยหลายแปดมาตรเนี่ยก็อยู่ประมาณสามสิบ
ตั้งแต่ 300 ขึ้นไป จนถึงไตรมาสที่ 1,ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าลดหย่อน ค่าล
ที่เราเป็นจุดสูงสุดของปีนี้ คือ,เป็นจุดสูงสุดของปีนี้คือ 300
350 ล้านบาท,10 ล้านบาท
เราปิดไตรมาสที่ 4 อยู่ที่ประมาณ 302 ล้านบาท,ปิดรายงานที่ 4 ปี ประมาณสัก 300-200 ล้านบาท
มี slow down ลงไปบ้าง,สโลดาลงไป
ในช่วงของไตรมาส 3 และ 4,ในช่วงของประมาณ 3 และ 4
ในขณะที่กลุ่มของกาวอุตสาหกรรมนะครับ,ในขณะที่กลุ่มของการอุตสาหกรรม
ก็เป็นส่วนของรายได้,ก็เป็นส่วนของรายได้
295 ล้านบาท,295 ล้านบาท
กาวอุตสาหกรรมเราก็เติบโตขึ้นเป็นลําดับ,การประสานการณ์เราก็เติบโตขึ้นไปลำดับกว่า 4 ปี
กว่า 40% ของปีที่แล้ว,10% ของปีที่แล้ว
เพราะฉะนั้น ตลาดหลัก ๆ,เพราะฉะนั้นเนี่ย ตลาดหลักๆ ของ
ของเราก็ยังเป็นตลาดในประเทศอยู่สําหรับกาวอุตสาหกรรม,เราก็ยังเป็นตลาดในประเทศอยู่สำหรับการอุตสาหกรรม
เรามี export 40% ด้วยกัน,แล้วมี Export อยู่ 40% นะครับ
จะเห็นว่ากาว,จะเห็นว่ากล่าวกล่าว
อุตสาหกรรมเรามีส่งออกตั้งแต่ประเทศในแถบแอฟริกา,ประกันเนี่ยนะครับ เรามีสองกอง ตั้งแต่ประเทศแข่ง
แล้วก็ประเทศในแถบเอเชียใต้,แล้วก็ประเทศในแผนเอเชียต้า
เป็นหลัก,ครับ
แล้วก็มีประเทศในแถบ AEC ของเรา,แล้วก็มีประเทศในแถบเบสีของเราตลาด
ตลาดที่โต ๆ,ที่โตโต
เยอะ ๆ,เยอะ ๆ นะครับ
ส่วนหนึ่งของเราก็คือ ตลาดของเวียดนาม,ส่วนของเราก็คือ ตลาดของเวียดนาม
เติบโตขึ้นเป็นลําดับเหมือนกัน สําหรับกาวอุตสาหกรรมของเรา,เปิดตัวขึ้นเป็นระดับเหมือนกัน สำหรับการอุตสาหกรรมของเรา
ถ้าเราเรียงเทียบตามรายไตรมาส,ถ้าเราได้เทียบกันปลายใจมาก
เติบโตขึ้นโดยต่อเนื่องครับ สำหรับกาวอุตสาหกรรม,เติบโตขึ้นโดยสอนเรื่องของการใช้งาน
สําหรับธุรกิจยาแนว,สำหรับธุรกิจยาแนว
แล้วก็ DIY,แล้วก็ดีไวน์
ปกติเราก็จะเป็นการส่งออกไปจําหน่ายยังต่างประเทศเป็นหลัก,ปกติเราก็จะเป็นการส่งออกไปจำหน่ายอย่างต่างประเทศเป็นหลัก
ไม่ว่าจะเป็น แบรนด์ของเราเอง,ไม่ว่าจะเป็นแปลงของเราเอง
หรือว่ามีการทํา OEM ให้กับลูกค้าด้วย,หรือว่ามีการทำโปรดีเดียมให้กับลูกค้าด้วย
รายได้ปัจจุบันกลุ่มของยาแนว,รายได้ปัจจุบันนี้ปลูกอัพยานแนว
579 ล้านบาท ทั้งปี,หรือ 570 ล้านบาทต่อปี
ถือว่าเติบโตขึ้นประมาณ,หรือว่าเติบโตขึ้นประมาณ
ร้อยละ 20 นะครับ จากปีที่ผ่านมานะครับ,เรียบร้อยจากยา 20 จากปีที่ผ่านมา
หลัก ๆ เลยก็เป็นการเติบโตของกลุ่มของ,หลักๆเลยก็เป็นการเติบโตของกลุ่มของ
ธุรกิจยาแนวเป็นหลัก,กิจยันทร์เป็นหลักปัจจุบัน
ปัจจุบันเรามีรายได้อยู่ 345 ล้านบาท,รายได้อยู่ 345 ล้านบาท
ตามมาด้วย DIY 200 ล้านบาท แล้วก็ supporting,ด้วยดี วางไป 200 ล้านบาท แล้วก็ Supporting
เป็นสินค้าเกี่ยวเนื่อง อยู่ซักประมาณ 34 ล้านบาท,เป็นสินค้าเกี่ยวขึ้นมาอยู่สักประมาณ 34.8 ล้านบาท
ถ้าเป็นรายไตรมาสจะเห็นว่า,เป็นรายจ่ายมาก จะเห็นว่า
หลัก ๆ,กลับกลับกลับ
เราก็จะสูงสุดอยู่ที่ไตรมาสที่ 2 กับ 3                                                        มี slow down ไปบ้าง ช่วงไตรมาส 4,ก็จะสูงสุดอยู่ที่ไตรมาสที่ 2 กับ 3 นะครับ คือโอลิซาโลดาร์ คนตั้งชื่อว่าไตรมาสที่ 4 นะครับ
เป็นช่วงที่ ตลาดเรา,เป็นช่วงที่ ตลาดหล่น
 เรื่องวัตถุดิบมีความผันผวน ปรับตัวลดลงมาบ้างนะครับ,วัตถุดิบเริ่มมีความคันควรจะปรับตัว วัตถุดิบมันทำได้
ในขณะที่สัดส่วนเราก็ยังเป็นการส่งออกไปจําหน่ายในต่างประเทศมากกว่า,ในขณะที่สัดส่วนเราก็ยังเป็นการส่งกล่องไปจากนายกต่างประเทศมากกว่า
53,สิบสาม
จําหน่ายในประเทศก็ 47,จำหน่ายแต่ประเทศก็ 47%
คราวนี้มาดูกันบ้างว่า,คราวนี้มาดูกันบ้างว่า
performance ของเราเนี่ย,พวกสำเนียงของเราเนี่ย
ที่ทางคุณพรพิวรรณแจ้งว่า,ที่มีทางของคุณพร้อมทุกวันแจกว่า
เรามีติดขาดทุนอยู่เนี่ย,เรามีติดขัดทุนอยู่
ความผันผวน,ฝันผล
หรือว่า,หรือว่า
อัตรากําไรเราเป็นยังไงบ้าง สําหรับปีนี้ที่ผ่านมา,อัตรากำไรเราเป็นอย่างไรบ้างสำหรับปีนี้ทั้งที่ผ่านมา
หลายไตรมาส ตั้งแต่ไตรมาสที่ 1 ถึงไตรมาสที่ 4,ตั้งแต่แรงบัดที่ 1 แรงบัดที่ 4
จะเห็นว่า,เราจะเห็นว่า
ถ้าเราดูกันที่,ถ้าเราดูกันที่
อัตรากําไรขั้นต้นรายไตรมาส,จากกำไรขั้นต้นรายจ่ายมาก
ก็จะเห็นว่า ไตรมาสที่ 1 กับ 4,ก็จะเห็นว่า ไตรมาสที่ 1 และ 4 เนี่ย
เป็นไตรมาสที่เราอาจจะได้รับผลกระทบ,เป็นไตรมาสที่เราอาจจะได้รับผลกระทบ
ในแง่ของราคาวัตถุดิบ,ในแง่ของราคาวัตถุดิบ
ผันผวนนิดนึง,หัวนิดหนึ่ง
ในช่วงของไตรมาสที่ 1 ก็เป็นช่วงที่ขาขึ้นของ,ในช่วงของ Drama ที่ 1 ก็เป็นช่วงที่ขาขึ้นของ
ไม่ว่าจะเป็น ค่าขนส่ง,ไม่ว่าจะเป็นค่าขนส่ง
วัตถุดิบต่าง ๆ,วัตถุดิบต่างๆ
material มีการขาดแคลนกันด้วย,แมนทีเลียวมีการขาดแคลนกันด้วยนะครับ
แล้วก็นําพาวัตถุดิบปรับปรุงสูงขึ้นอย่างรวดเร็ว,แล้วก็ราคาของวัตถุดิบปรับสูงขึ้นอย่างรวดเร็ง
หลังจากเริ่มฟื้นตัวจากสถานการณ์โควิด,ก็เริ่มรู้สึกว่าทุกคนสมมุติสำคัญมาก เริ่มขึ้น
เราก็ได้รับผลกระทบไปช่วงนึงในไตรมาสที่ 1,แต่ว่าได้รับผลกระทบไปช่วงหนึ่งในแต่ละวันที่ 1
หลังจากนั้นไตรมาสที่ 2,จากนั้นเนี่ย รายมาตรีสัดส่วนกับเรื่อง
เริ่มฟื้นตัวดีขึ้น สามดีขึ้น,ฟื้นตัวดีขึ้น สามีขึ้น
แล้วก็มาเริ่มประสบปัญหาอีกทีนึง ในช่วงของการ slow down ของรายได้,แล้วก็มาเริ่มประสบการณ์อีกทีหนึ่งในช่วงของการ Slow Down ของ VEDA
และธุรกิจต่าง ๆ,และธุรกิจต่างๆ
ที่เริ่มชะลอตัวในช่วงของ,เริ่มฉลาดตัวในช่วงของ
ปลายไตรมาส,ปลายใจมาก
ไม่ว่าจะเป็น ตลาดในประเทศเอง และต่างประเทศ,แล้วก็อาจจะเป็นตลาดในประเทศเอง แล้วก็หลังประเทศ
ก็จะเห็นว่า,ก็จะเห็นว่า
สถานการณ์ของตลาดโลก,สถานการณ์ของตลาดโลกอบรม
เศรษฐกิจก็ยังมีความผันผวนอยู่,เศรษฐกิจก็ยังมีความอันป่วยอยู่
เพราะฉะนั้น,จะชนะ
cost ต่าง ๆ ที่เราปรับตัวสูงขึ้น,คอร์สต่างๆ ที่เราปรับตัวสูงขึ้น
จากในแง่ของวัตถุดิบ เพราะเรามีการพึ่งพิงวัตถุดิบ ในส่วนของปิโตรเคมีเยอะ,ในแง่ของวัตถุดิบนะครับ เพราะเรามีการพึ่งพิงวัตถุดิบในส่วนของปิโตเกมีเยอะนะครับ
ไม่ว่าจะเป็น เม็ด plastic resin เอง,ไม่ว่าจะเป็นของเป็นพลาสติกเลซิ่นเอง
ที่นําเข้าจากต่างประเทศ แล้วก็,ที่นำเข้าจากต่างประเทศนะครับ แล้วก็
สารละลาย plasticizers ต่าง ๆ,และ LINE Plus Supply Cancelling ต่างๆ
ไม่ว่าจะเป็น DMP,จะเป็น DMP
หรือว่าในส่วนของสารละลาย,ว่าในส่วนของสารละลาย
ตัวทําละลายของ,ทำละลายของโซลา
solvent ในส่วนของธุรกิจกาวเอง,ในส่วนของธุรกิจการเย็น
ก็มีความผันผวน และปรับตัวสูงขึ้น ในช่วงของไตรมาสที่ 3,ก็มีความผันผวนและตราตัวสูงขึ้นในช่วงไตรมาสที่ 3
อยู่พอสมควร,ความสมควร
ในขณะที่วัตถุดิบ ยาแนว,ในขณะที่วัตถุดิบย้ายแนว
ก็มีความผันผวนอยู่,ติดปากพันธุ์ก่อนอยู่
ในแง่ของราคา ตัว resin สําหรับนํามาใช้ในการผลิต,ของราคาตัว Racing สำหรับนำมาใช้ในการผลิต
ยาแนวของเราเอง,เนี่ย ผมก็ตีตัวกัน
เพราะปัจจุบันเราผลิตเนื้อยาแนวได้ด้วยตัวเองด้วย,ปัจจุบันเรา รับผิดเนื้อหย่าแนวได้ด้วยตัวเองด้วย
แล้วยาแนวสําเร็จรูปก็มีการปรับตัวสูงขึ้นเช่นกัน,ยาแนวสำเร็จรูปก็มีการปรับตัวสูงขึ้นเช่นกัน
เพราะฉะนั้นก็จะเห็นว่า,ก็จะเห็นว่า
อัตรากําไรขั้นต้นในช่วงของไตรมาสที่ 1 และ 4 ปรับตัวลดลง,การกำไรขั้นต้นในช่วงของไตรมาสที่ 1 และ 4 ปรับตัวลดลง
ต่ํากว่า 4%,กว่า 10%
และมีผลขาดทุน,แล้วก็ผลกับทุน
ในไตรมาสที่ 4 เรามีขาดทุนอยู่,แต่มาตรฐานที่ 4 เราปิดการทุนถึง 17 ล้านบาท
17 ล้านบาท,ก็จะมีการตั้งค่าใช้จ่าย
เพราะฉะนั้นทั้งปี หลังจากเรา,เพราะฉะนั้นทั้งปีหลังจากละครที่
consolidate,โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค
รวมกับบริษัทย่อยอีกพันนึง,"กับบริษัทย่อย 1,000 บาท"
มี bio เข้ามาด้วย,อีกแล้วครับ
เพราะฉะนั้นเราก็จะติดขาดทุน,เพราะฉะนั้นเราก็จะปิดๆ ครับ
6.9 ล้านบาท,6.9 ล้านบาท
สําหรับอัตราส่วนทางการเงินที่สําคัญ,สำหรับอัตราส่วนทางการเงินที่สำคัญ
อัตรา,อ่ะ
กําไรขั้นต้นนะครับ อย่างที่กราฟเมื่อสักครู่นี้นะครับก็จะเห็นว่า                          มีความผันผวนช่วงไตรมาสที่ 1 กับ 4,กำไรขั้นต้นนะครับ อย่างที่กราฟเมื่อสักครู่นี้นะครับ ก็จะเห็นว่ามีปากผันผวนช่วงไตรมาสที่ 1 กับ 4
เพราะฉะนั้น โดยเฉลี่ยเราก็ปรับตัวอยู่ค่าเฉลี่ยประมาณ 9.3% นะครับ,เพราะฉะนั้นโดยเฉลี่ยเราก็ปรับตัวอยู่ค่าเฉลี่ยสักประมาณ 9.3% นะครับ
ก็ปรับตัวลดลงจากปีที่แล้ว ที่มีอยู่ซักประมาณ 16% นะครับ,ตัวลดลงจากปีที่แล้วที่มีอยู่สักประมาณสิบหกเปอร์เซ็นต์ นะครับ ที่ปี
ในปีที่แล้ว,ที่แล้วเนี่ย
ในช่วงของสถานการณ์โควิด,ในช่วงของสถานการณ์โควิด
ช่วงกลาง ๆ,ช่วงกลางๆ
ก็ยังราคาวัตถุดิบไม่ค่อยได้ปรับตัวสูงขึ้นนัก,เพราะราคาวัตถุดิบยังไม่ค่อยได้ปรับตัวสูงขึ้นมา
ในขณะที่,ขณะที่
Net profit margin,เพราะผิดมาจริง เราก็เลย
เราก็เลยติดลบอยู่ 0.32%,เงิน ติด ลด อยู่ 0.32 บาท
Return on Equity เราก็ลบอยู่ประมาณ,ความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความคุ้มครองความความคุ้มครองความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความความ
1%,เปอร์เซ็นต์นะครับ
สอดคล้องกับ Return on assets,สำรองกับ Retailer นอน Asset
ที่ปรับตัวลดลงเช่นกัน,การปรับตัวลดลงเช่นกัน
ติดลบอยู่ 0.45%,ลบเป็น 0.4 ครั้ง
ปัจจุบันเรามี DE,คือปรารถมิติอีก
debt-to-equity,ทุก ๆ นาที
อยู่ที่ประมาณ 1.5 เท่า,ที่ประมาณ 1.5 ช่องเท่า
แล้วก็,ก็
 current ratio ต่าง ๆ,ก็เรียกว่า Ratio ต่างๆ
ที่เกี่ยวข้องกับสัดส่วนของสินทรัพย์สภาพคล่องอยู่ประมาณ,เกี่ยวข้องกับสัดส่วนของสินทรัพย์สะพร่องอยู่ประมาณหนึ่ง
1.2 เท่า,จุดสองข้างแบบ
แล้ว debt ratio,คลิกเล็กโซ่ประมาณนี้
ประมาณสัก 0.6 เท่า,จาก 0.6 ครับ
เรามา wrap up กันอีกทีนึง,มา Wrap up กันอีกทีหนึ่ง
นะครับ สําหรับผลการดําเนินงาน,สำหรับผลการดำเนินงาน
ไม่ว่าจะเป็นเรื่องรายได้ แล้วก็,ไม่ว่าจะเป็นเรื่องรายได้
ต้นทุน,ต้นทุน
แล้วก็,แล้วก็
โดยสรุปกันอีกทีนึงนะครับ,โดยสรุปกันอีกทีหนึ่งนะครับ
สําหรับผลการดําเนินงานของบริษัท,กับผลการดำเนินการของบริษัท
เรามี,มี
new high,อยู่หาย
ของ revenue ของบริษัทเราอยู่ที่,ของเรียกว่าเป็นระบบของบริษัทเราที่ 1
"2,154 ล้านบาท",สองพันหนึ่งร้อยห้าสิบสี่ล้านบาท
ในแง่รายได้ เราเติบโตขึ้นทุกธุรกิจ,ในแง่รายได้แล้วเติบโตขึ้นทุกธุรกิจ
ไม่ว่าจะเป็น,ไม่ว่าจะเป็น
ยาแนว,การแอมป์
กาว แล้วก็รายได้หลักของเรา,แล้วก็รายได้หลักของเราคือ
คือ เม็ด plastic compound,ไม่เป็นพลาสติกคอมปัง
ก็เติบโตขึ้น,ก็จะตกขึ้น
ทุกกลุ่มผลิตภัณฑ์ของเรา,ก็อันตรงกับผลิตภัณฑ์ของเรา
แต่ว่า แน่นอนว่าการเติบโต,แต่ว่าแน่นอนว่าการเติบโตเนี่ย
มาทั้งในส่วนของรายได้ที่เพิ่มขึ้น,มาชั้นมีส่วนของรายได้ที่เพิ่มขึ้นนะครับ
ราคาขายที่เพิ่มขึ้น แล้วก็,รักษาที่เพิ่มขึ้น แล้วก็
ปริมาณการผลิต,ปริมาณการผลิต
แล้วก็จําหน่ายที่สูงขึ้นด้วย,แล้วก็จำหน่ายที่สูงขึ้นด้วย
แต่ก็มาที่ในส่วนของ,ก็มาที่ในส่วนของ
ราคาเคมีภัณฑ์,พี่เอ็มอีกผ่านต้นทุน
ต้นทุนการผลิตที่เพิ่มขึ้นเช่นกัน,การผลิตที่เพิ่มขึ้นเช่นกัน
ไม่ว่าจะเป็นส่วนของ,ไม่ว่าจะเป็นศูนย์ของเวทย์
"resin, plasticizers",Practiceser
ต่าง ๆ,ตาม
แล้วก็,แล้วก็
ในส่วนของ solvent,ในส่วนของโซเวนต์
ผลกระทบของสถานการณ์ของ สงครามรัสเซีย-ยูเครน ที่ยังยืดเยื้ออยู่,ผลกระทบของสถานการณ์ของสงครามรัสเซีย-ยูเครนที่ยังคลิกเยื้ออยู่
ปัจจุบันก็ยังยืดเยื้ออยู่ต่อปีหนึ่ง,ปัจจุบันก็ยังยึดเยื้ออยู่ ประมาณปีหนึ่งแล้ว
ก็ยังมีผลทําให้ราคาเคมีภัณฑ์เราปรับตัวสูงขึ้น และผันผวนอยู่,ก็ยังมีผลทำให้ราคาเคมีพันธุ์เราปรับตัวสูงขึ้นอยู่ แล้วก็ผันปวดอยู่
ในขณะที่ต้นทุนทางการเงิน,ในขณะที่ต้นทุนอากาศเงิน
แน่นอนว่า,แนะนำก่อนว่า
อัตราดอกเบี้ยปรับตัวเพิ่มสูงขึ้น,อัตราจักรเบี้ยปรับตัวเพิ่มสูงขึ้น
ในขณะที่เราก็ยังมีการใช้,ในขณะที่เราก็ยังมีการใช้
เงิน financing support ในส่วนของ,Finalizing Support ในส่วนของ
working cap อยู่พอสมควร,Working Cap ถูกต้องสมควร
สําหรับไตรมาสที่ผ่านมา,สำหรับรายบาดที่ดีกว่า
สําหรับปีที่ผ่านมา,กับปีที่ผ่านมา
แล้วก็ความผันผวนของอัตรา,แล้วก็ความผันผวนของอัตรา
แลกเปลี่ยนก็เป็นอีกปัจจัยหนึ่ง,และเปลี่ยนก็เป็นอีกปัจจัยหนึ่งนะครับ
ที่ทําให้ในปีที่ผ่านมา,ที่ทำให้ในปีที่ผ่านมา
เราขาดทุนกับอัตราแลกเปลี่ยน,เราอาจขาดทุนจากอัตราและเครื่องส่งสร้าง
ประมาณ 3 ล้านบาททั้งปี,ประมาณทั้ง 3 ล้านบาททั้งปี
ทําให้โดยสรุปแล้ว เรามีผลขาดทุน,ทำให้โดยสรุปแล้วเนี่ย เรามีผลขัดขุด
สําหรับปี 2022 อยู่ที่ประมาณ,สำหรับปี 2022 อยู่ที่ประมาณสัก
6.93 ล้านบาท,จุดเก้าสามหลายวัน
เทียบกับกําไรสุทธิที่ในปีก่อนหน้า,กับรายสุทธิที่ในปีก่อนหน้านั้น
ที่ประมาณ 78 ล้านบาท,ประมาณสัก 78 ล้านบาท
อันนี้ก็เป็นภาพรวมของบริษัท สําหรับไตรมาสที่ 4 แล้วก็ปี 2565 นะครับ,นี่จะเป็นภาพรวมของบริษัทสำหรับจ่ายมาสที่ 4 แล้วก็ปี 2565 นะครับ
ที่เป็นปีที่รายได้เราดีนะครับ แต่ว่าความผันผวนของวัตถุดิบก็มีผลกระทบต่อต้นทุน แล้วก็อัตรากําไรเราเช่นกันนะครับ,เป็นปีที่ไว้ได้แล้วดี แปลว่าความผันผวนของวัตถุดิบก็มีผลกระทบต่อต้นทุนและการทำลายเราเช่นกัน
ถัดไปนะครับ,ไปนะครับ
คุณพรพิวรรณ ก็จะอัปเดตในส่วนของธุรกิจต่าง ๆ ของ ADB,ในความวิวัฒน์ก็จะเด่นในส่วนของธุรกิจต่างๆ ของ ADV ในการ
ในช่วงของปี 2566,ในช่วงของปีสองพันห้าร้อยหกสิบปี
นะครับ ว่าของเรามีโครงสร้างบริษัท แล้วก็มีทิศทางการดําเนินธุรกิจอย่างไรในปีนี้ครับ,ว่าของเรามีโครงสร้างบริษัทและวิธีทางการเติบโตธิอย่างไรในปีนี้
ในปี,ไอ้ปี
2023 นะคะ,สองพันยี่สิบสามนะคะ
บริษัทก็ได้มีการปรับโครงสร้าง,บริษัทก็ได้มีการปรับโครงสร้าง
ให้มีความชัดเจนขึ้น ในเรื่องของ,ให้มีความชัดเจนขึ้นในเรื่องของ
โครงสร้างของผลิตภัณฑ์ รวมถึงต้นทุนต่าง ๆ,โครงสร้างของผลิตภัณฑ์รวมถึงต้นทุนต่าง ๆ
เพื่อให้บริษัทได้มีการ,เพื่อให้บริษัทได้มีการ
แตกบริษัทลูกออกมาให้มีความชัดเจน ในเรื่องของการดําเนินธุรกิจ,แตก ๆ บริษัทลูกมาให้มีความชัดเจนในเรื่องของการดำเนินธุรกิจ
ในการคิดต้นทุนต่าง ๆ รวมถึงการมีโอกาสต่าง ๆ ในการลงทุนเพิ่มเติมในอนาคตได้ชัดมากยิ่งขึ้น,ในการคิดต้นทุนต่าง ๆ รวมถึงการมีโอกาสต่าง ๆ ในการลงทุนเพิ่มเติมในอนาคตได้ชัดมากยิ่งขึ้น
ในส่วนของ NV,ในส่วนของ NBB
listed company เองเดิม,รีเซตเข้ามานี้เองเดิมเนี่ย
เราก็ยังคงเป็น ADB ที่มี,เราก็ยังคงเป็น APB ที่ยิ่ง
list อยู่ในตลาดอยู่เหมือนเดิมนะคะ,อยู่ในตลาดอยู่เหมือนเดิมนะคะ
โดยตัวโครงสร้างหลักของผลิตภัณฑ์ ก็คือ                                                 จะเป็นเรื่องของ plastic compound เป็นหลัก,โดยโครงสร้างหลักของผลิตภัณฑ์จะเป็นเรื่องของพลาสติกคอมปาวเป็นหลัก
ส่วนนี้จะอยู่ในบริษัทแม่ทั้งหมด                                                              ไม่ว่าจะเป็น grade สําหรับสายไฟฟ้า หรือสายเคเบิล,ส่วนนี้จะอยู่ในบริษัทแม่ทั้งหมด ไม่ว่าจะเป็นเกรดสำหรับสายไฟฟ้าหรือสายเกปล
หรือการเติบโตในเรื่องของ medical,การเติบโตในเรื่องของ Medical
grade ในอนาคต,ในอนาคต
หรือแม้กระทั่งเรื่องของ PC compound อื่น ๆ,แม้กระทั่งเรื่องของฟิสิกส์คำปราบ
เพราะฉะนั้นในส่วนนี้บริษัทแม่ก็ยังคง,ในส่วนนี้เนี่ย บริษัทแม่ก็ยังคง
run ในธุรกิจของ,ในธุรกิจของ
เม็ด PVC compound เหมือนเดิม,เท็จฟีเวสซีคำตามันเหมือนเดิม
ซึ่งในเรื่องของสัดส่วน และการเติบโตก็จะได้มีการนําเสนอในลําดับต่อไป,ซึ่งในเรื่องของสัดส่วนและการเติบโตเนี่ย ก็จะได้มีการนำเสนอในลำดับต่อไป
จากนั้นเราก็มีการเพิ่มในส่วนของบริษัทลูก,จากนั้นเราก็มีการเพิ่มในส่วนของบริษัทลูก
ซึ่ง ณ ตอนนี้เนี่ยเราถือว่าเราลงทุน 100% นะคะ ในส่วนของ ADBS ซึ่งก็คือ เป็นกลุ่มของธุรกิจ silicone sealant และ DIY,ตอนนี้เราถือว่าเราลงทุน 100% ในส่วนของ ADBS ซึ่งก็คือเป็นกลุ่มของธุรกิจซีวิโคนซีแลนซ์แล้วก็ดีเอวายน
รวมถึงธุรกิจการเข้ามา,รวมถึงธุรกิจตามเข้ามาเลย
ซึ่งเราถือว่าเป็นกลุ่มที่มีการยึดติดของตัว product เข้ามาอยู่ด้วยกัน,ซึ่งเราถือว่าเป็นกลุ่มที่มีการยึดติดของตัว Product เข้ามาอยู่ด้วยกันนะคะ
ตลาดก็ค่อนข้างใกล้เคียงกัน รวมถึงลักษณะการดําเนินธุรกิจ,ตลาดก็ค่อนข้างใกล้เคียงกัน รวมถึงลักษณะการดำเนินธุรกิจ
ซึ่งมีทั้งส่งออก,ซึ่งมีทั้งส่งออก
และก็ในประเทศด้วย,แล้วก็ในประเทศด้วย
เพราะฉะนั้น ลักษณะของความชัดเจนในเรื่องของการ,เพราะฉะนั้นลักษณะของความชัดเจนในเรื่องของการ
ทําธุรกิจในเรื่องของการตลาด ในการคิดต้นทุน ก็จะมีความแม่นยําชัดเจนมากยิ่งขึ้น รวมถึงทําให้บริษัทลูก มีความคล่องตัวในการขยายตัวในอนาคตนะคะ,ทำธุรกิจในเรื่องของการตลาดในการคิดต้นทุนก็จะมีความแม่นยำชัดเจนมากยิ่งขึ้นรวมถึงทำให้บริษัทลูกมีความฟ้องตัวในการขยายตัวในอนาคต
แล้วก็อาจจะเป็นการเปิดโอกาสให้บริษัทลูกได้มีโอกาสได้,แล้วก็อาจจะเป็นการเปิดโอกาสให้บริษัทลูกได้มีโอกาสได้
เอ่อ,อ่า
มีการร่วมมือกับคู่ค้า,มีการร่วมมือกับคู่ค้าหรือว่า
ผู้ผลิต หรือว่า partner ต่าง ๆ,ผู้ผลิตหรือว่าพาร์ทเนอร์ต่างๆ
ในอนาคตได้ง่ายมากยิ่งขึ้น,ในอนาคตได้ง่ายมากยิ่งขึ้น
ซึ่งในส่วนนี้,ซึ่งในส่วนนี้เนี่ย
ในปี,อันนี้ไหม อันนี้ไหม
2023,2023 เนี่ย
เราดําเนินการเสร็จสิ้น ในเรื่องของกฎหมาย และโครงสร้างไป เมื่อวันที่ 1 กุมภาพันธ์,ก็ยอมรับดำเนินการเสร็จสิ้นในเรื่องของกฎหมายและก็โครงสร้างเนี่ยไปเมื่อวันที่ 1 กุมภาพนี้
เพราะฉะนั้น ตั้งแต่,ตั้งแต่เดือน
Quarter ที่ 1,อันดับที่หนึ่ง
ของปีนี้ ที่งบจะออกก็จะเห็น,ปีนี้ที่งบจะออกเนี่ยก็จะเห็น
การรายงานในส่วนของบริษัทลูก คือ,การรายงานในส่วนของบริษัทลูกคือ
ADBS นะคะ,ดีเอสนะคะ
แล้วก็ ADB เอง,แล้วก็ APB
ก็จะ consolidate งบเข้ามาในส่วนของงบแม่นะคะ,ก็จะคอนเสิร์ตเดทงบเข้ามาในส่วนของงบแม่นะครับ
